iter	MultiClass
0	1.701242358
1	1.419529129
2	1.225153353
3	1.086802505
4	0.9820049493
5	0.890503753
6	0.8073238389
7	0.7403723772
8	0.6806425357
9	0.6299482775
10	0.5844117752
11	0.5381676357
12	0.501176068
13	0.469815821
14	0.4388076097
15	0.4090295641
16	0.3847438331
17	0.3624635975
18	0.3425833712
19	0.3235815629
20	0.3069512505
21	0.2906658116
22	0.2773946863
23	0.264767027
24	0.2547121508
25	0.2445105467
26	0.2343283294
27	0.2263350709
28	0.2183898629
29	0.2120066326
30	0.2047306135
31	0.1983495252
32	0.194664536
33	0.1905836902
34	0.1872258362
35	0.1820155035
36	0.1759688169
37	0.1699990291
38	0.1665726361
39	0.1621987695
40	0.1598096079
41	0.1565159902
42	0.1540599223
43	0.1514017105
44	0.1485442504
45	0.1458308936
46	0.1430371636
47	0.1398235799
48	0.1375888822
49	0.135679893
50	0.1333023396
51	0.1309829387
52	0.1296781066
53	0.12777877
54	0.1255100243
55	0.1232796773
56	0.1211291022
57	0.1189162953
58	0.1172420653
59	0.1159321179
60	0.1146028578
61	0.1129465881
62	0.1118906857
63	0.1108230206
64	0.1095519762
65	0.1079049962
66	0.1068357901
67	0.1051201238
68	0.1037533042
69	0.1026748562
70	0.1022376994
71	0.1014770447
72	0.100226922
73	0.09931864632
74	0.09849438033
75	0.09735182224
76	0.09619868968
77	0.09530847766
78	0.0941320714
79	0.09337005972
80	0.09257191992
81	0.09199574869
82	0.09129005311
83	0.09046770676
84	0.08943618675
85	0.08885237581
86	0.08818017669
87	0.08716010036
88	0.08609132642
89	0.08543725975
90	0.08512715094
91	0.08403950409
92	0.08355560583
93	0.0831866797
94	0.08260983021
95	0.0821969053
96	0.08168070734
97	0.08112115913
98	0.0805951898
99	0.08022671944
100	0.07940634366
101	0.078841851
102	0.07852363549
103	0.0780042559
104	0.07769745843
105	0.07673592561
106	0.07630033426
107	0.07562502297
108	0.07531264971
109	0.07487861741
110	0.0738170501
111	0.07354987242
112	0.07313211509
113	0.07281380249
114	0.07211225777
115	0.07187395942
116	0.07144984656
117	0.07110697793
118	0.07069478519
119	0.07032071638
120	0.07010524048
121	0.06956512199
122	0.06920312121
123	0.06822883465
124	0.06742792831
125	0.06699105289
126	0.06634074915
127	0.06612914556
128	0.06597436977
129	0.06521760789
130	0.0650520478
131	0.06464593213
132	0.06428603088
133	0.06405437676
134	0.06373480481
135	0.06341080926
136	0.06302328866
137	0.06290111933
138	0.06215902512
139	0.06198114201
140	0.06166641946
141	0.06138163446
142	0.0607735363
143	0.06058548578
144	0.06022767088
145	0.05955897357
146	0.05946518527
147	0.05937182482
148	0.05890760099
149	0.05840966367
150	0.05812442446
151	0.05801186491
152	0.05776862056
153	0.05735008391
154	0.05718969642
155	0.05682641441
156	0.05665808004
157	0.05635496908
158	0.05589205547
159	0.05531183519
160	0.05518523374
161	0.0549331976
162	0.05468691321
163	0.05443062906
164	0.05389254204
165	0.05366184771
166	0.05356365284
167	0.05344177038
168	0.05331496571
169	0.05305930981
170	0.05291211929
171	0.05277551421
172	0.0526507415
173	0.05240927477
174	0.05195607235
175	0.05168758506
176	0.05136687725
177	0.05122493404
178	0.05095050189
179	0.05068262731
180	0.05053778932
181	0.05040159798
182	0.05029345783
183	0.05002661112
184	0.04993563506
185	0.04978809992
186	0.0496275695
187	0.04930679288
188	0.04908574178
189	0.04880089485
190	0.04861059405
191	0.04827290458
192	0.04808925034
193	0.04794636024
194	0.04774892689
195	0.04753517479
196	0.04743027145
197	0.04726619249
198	0.04718322216
199	0.04704533527
200	0.04687492239
201	0.04657680718
202	0.04648292195
203	0.04605198354
204	0.04591960183
205	0.04575919379
206	0.04565364022
207	0.04552109381
208	0.04516183403
209	0.04507133653
210	0.04493382637
211	0.0447863939
212	0.04462245303
213	0.04452889181
214	0.0443291301
215	0.0442172232
216	0.04413839235
217	0.04405992941
218	0.04389766884
219	0.04375685413
220	0.04358628148
221	0.04348903909
222	0.04332343188
223	0.04319720977
224	0.04301670752
225	0.04290262023
226	0.04283294012
227	0.04261090291
228	0.04241971215
229	0.04235778676
230	0.04210447853
231	0.04192414941
232	0.04178010158
233	0.04149424844
234	0.0413967566
235	0.04110452137
236	0.04098660159
237	0.0408360849
238	0.04075976028
239	0.04060437519
240	0.04051507968
241	0.04032154214
242	0.04016168583
243	0.04004108187
244	0.04000786141
245	0.03983430108
246	0.03969714616
247	0.03957259562
248	0.0393107794
249	0.03926734868
250	0.03920177457
251	0.03907437962
252	0.03901383437
253	0.03882439184
254	0.03874167578
255	0.03866462683
256	0.03855908273
257	0.03837446431
258	0.03830047967
259	0.03821705726
260	0.03804859832
261	0.03798378658
262	0.03789794621
263	0.03782395025
264	0.03766014432
265	0.03758386546
266	0.03754193222
267	0.03743362245
268	0.03735165911
269	0.0372915092
270	0.03715443895
271	0.03703577958
272	0.03690334588
273	0.03686686761
274	0.0368034746
275	0.03663268671
276	0.03658264461
277	0.03640415539
278	0.03627091173
279	0.03611417654
280	0.03605006376
281	0.03597334165
282	0.03586171093
283	0.0357436319
284	0.03560923013
285	0.03554242295
286	0.03543049399
287	0.03534222047
288	0.03523036486
289	0.03518096441
290	0.03506008798
291	0.03499275767
292	0.03488293415
293	0.03485241036
294	0.03477751315
295	0.03472932926
296	0.03461179122
297	0.03453995003
298	0.03449200676
299	0.03439025183
300	0.03425838266
301	0.03421696649
302	0.03411760523
303	0.03399339088
304	0.0339475696
305	0.03380317417
306	0.0337350308
307	0.03366013176
308	0.03357682794
309	0.03349598741
310	0.0334217205
311	0.03337091461
312	0.0333204604
313	0.03326041812
314	0.03310091802
315	0.03301414459
316	0.03289495309
317	0.03274790575
318	0.03266148955
319	0.03258909948
320	0.03252004251
321	0.03248454015
322	0.03244413877
323	0.03234513102
324	0.03228775809
325	0.0321927854
326	0.03209810031
327	0.03195450255
328	0.0319016605
329	0.03185426526
330	0.03175489354
331	0.03171657546
332	0.03159322764
333	0.03142877669
334	0.03127377904
335	0.03118345304
336	0.03107828324
337	0.03101419156
338	0.03095270338
339	0.03092303341
340	0.03088388891
341	0.03081801464
342	0.03072091831
343	0.0306484658
344	0.03057839408
345	0.03053759374
346	0.0304340051
347	0.03039270637
348	0.03033907324
349	0.03026317526
350	0.03022383776
351	0.03007298892
352	0.03004275877
353	0.02993831577
354	0.02991031668
355	0.02984583328
356	0.02977863358
357	0.02974989668
358	0.0296560738
359	0.02955055499
360	0.02952276891
361	0.02948758515
362	0.02942863596
363	0.02938879129
364	0.02932597982
365	0.02926648544
366	0.02924174735
367	0.02917094355
368	0.02912877164
369	0.02903126045
370	0.02893915597
371	0.0288599107
372	0.02880452365
373	0.0287683998
374	0.0286835627
375	0.0285939379
376	0.02854198253
377	0.02849421241
378	0.02845606955
379	0.02840245635
380	0.02831086808
381	0.02828116401
382	0.02819860666
383	0.02814055226
384	0.02805059166
385	0.02799011302
386	0.02790003884
387	0.0278057054
388	0.02774311268
389	0.02769430525
390	0.02765404478
391	0.02759896608
392	0.02754919612
393	0.02752000112
394	0.02744443178
395	0.02737577009
396	0.02725149519
397	0.02718838573
398	0.02712113199
399	0.02708934785
400	0.02702461634
401	0.02695754712
402	0.02689641701
403	0.02683666996
404	0.02679409508
405	0.02670791976
406	0.02663843764
407	0.02660323287
408	0.0265568241
409	0.02643887728
410	0.02639270725
411	0.0263490576
412	0.02626881216
413	0.02622760731
414	0.02617317511
415	0.02614350765
416	0.02610357457
417	0.0260686073
418	0.0260271709
419	0.02599051711
420	0.02593884192
421	0.0258872105
422	0.02582542589
423	0.02580254453
424	0.02575697378
425	0.02571624364
426	0.02567940529
427	0.02560734027
428	0.02557579919
429	0.02551487823
430	0.02547724224
431	0.02545358685
432	0.02538752451
433	0.02533890517
434	0.0253072525
435	0.02525586685
436	0.02520744088
437	0.02516179524
438	0.02508091749
439	0.02503145001
440	0.02495362915
441	0.02491401133
442	0.02488451071
443	0.0247977662
444	0.02460428457
445	0.02454909377
446	0.02452495394
447	0.02448936056
448	0.02446327571
449	0.02440942461
450	0.02436369715
451	0.02432278841
452	0.02430499657
453	0.02423430786
454	0.02415481402
455	0.02411294092
456	0.02408729254
457	0.02400020868
458	0.02396022426
459	0.02390560862
460	0.02387393623
461	0.02383682589
462	0.02377176913
463	0.02374487236
464	0.02368466844
465	0.02365926734
466	0.02356494346
467	0.02352207918
468	0.02346045577
469	0.02342624703
470	0.02338778546
471	0.02335952539
472	0.02331804704
473	0.02329188488
474	0.02324383637
475	0.0231951282
476	0.02316586963
477	0.02311267486
478	0.0230962155
479	0.02305872833
480	0.02303054941
481	0.02300680796
482	0.0229684573
483	0.02287690442
484	0.02285187313
485	0.02277206287
486	0.02273927564
487	0.02271180482
488	0.02266558298
489	0.02261085286
490	0.02252013658
491	0.02250385575
492	0.0224618263
493	0.02243546702
494	0.02236354055
495	0.0223211528
496	0.02223209852
497	0.02219349785
498	0.0221518026
499	0.02209110075
500	0.02205201541
501	0.02199808577
502	0.02191957516
503	0.02186239365
504	0.02182247831
505	0.02178538766
506	0.02175210035
507	0.0217189225
508	0.02168427754
509	0.02162647549
510	0.02154667529
511	0.02151783501
512	0.02146390161
513	0.02142823164
514	0.02137952671
515	0.02132967151
516	0.02130351919
517	0.02128391323
518	0.02123497892
519	0.02118136703
520	0.02110317937
521	0.02107839641
522	0.02103512089
523	0.02100028507
524	0.0209644406
525	0.02093134907
526	0.0208211435
527	0.02079502808
528	0.02069384274
529	0.02066603758
530	0.02062770724
531	0.02054881382
532	0.02053569874
533	0.02048182252
534	0.02046220833
535	0.02042991092
536	0.02040760787
537	0.02038319234
538	0.02032819133
539	0.02030206411
540	0.02028349166
541	0.02025280024
542	0.02020957912
543	0.02019423993
544	0.02017375552
545	0.02014524454
546	0.02008827824
547	0.02003347668
548	0.02001102465
549	0.01998105608
550	0.01994843024
551	0.01992990189
552	0.01991469615
553	0.01988368971
554	0.01985551261
555	0.01980189744
556	0.01978025435
557	0.01975415276
558	0.01971451124
559	0.01968441754
560	0.01966437307
561	0.01963424121
562	0.01960005012
563	0.01957695547
564	0.01954878354
565	0.01952139923
566	0.01948968203
567	0.01947311624
568	0.01941234631
569	0.01939930132
570	0.01938283435
571	0.01936299463
572	0.01933076304
573	0.01930747363
574	0.01925852671
575	0.01924098052
576	0.01922304737
577	0.01917309597
578	0.01914543498
579	0.01909017678
580	0.01901701232
581	0.01899852699
582	0.018946301
583	0.01890439771
584	0.0188798577
585	0.01884973191
586	0.01882691993
587	0.01879867015
588	0.01877730532
589	0.01873796216
590	0.0186983502
591	0.01867516575
592	0.01865211819
593	0.01860448695
594	0.01858405441
595	0.01855755391
596	0.01850282804
597	0.01846046116
598	0.01840672971
599	0.01838362051
600	0.01833791706
601	0.01831146539
602	0.01827894178
603	0.01824151797
604	0.01820432766
605	0.01819039101
606	0.01817042958
607	0.01815246751
608	0.01813593393
609	0.01811799653
610	0.01808179711
611	0.01806284902
612	0.01803119548
613	0.01800681273
614	0.0179714171
615	0.0179273285
616	0.01787683339
617	0.0178229555
618	0.01781017196
619	0.01776341531
620	0.01773822757
621	0.01770720937
622	0.01769597618
623	0.01763687156
624	0.01762334429
625	0.01761565918
626	0.0176061895
627	0.01758822682
628	0.01757382225
629	0.01753249825
630	0.01749927249
631	0.01746862792
632	0.01744938675
633	0.01742807874
634	0.01739165357
635	0.0173708176
636	0.01734958403
637	0.01732939935
638	0.01730348808
639	0.01728962307
640	0.01726844415
641	0.01725902682
642	0.01723920844
643	0.01722497455
644	0.01720655919
645	0.01718496787
646	0.01715580487
647	0.01712706904
648	0.01711762933
649	0.01708955854
650	0.01705982281
651	0.01703588456
652	0.01701637615
653	0.01700897486
654	0.01696903068
655	0.01695194999
656	0.01693357884
657	0.01691413782
658	0.01689820884
659	0.01684951137
660	0.0167935568
661	0.01677334031
662	0.01673487531
663	0.01668989976
664	0.01667298705
665	0.01664735113
666	0.01662647872
667	0.0166123168
668	0.01659068628
669	0.01657775193
670	0.01654806339
671	0.01649631428
672	0.01647426541
673	0.01644282822
674	0.01642299031
675	0.01636248665
676	0.01635086169
677	0.01633975985
678	0.01629722566
679	0.01627875079
680	0.01624051522
681	0.01621554736
682	0.01617557608
683	0.01614528102
684	0.01610925457
685	0.01608073418
686	0.01602989477
687	0.01601309198
688	0.01598749289
689	0.01596467804
690	0.01592556295
691	0.01589505401
692	0.01587963355
693	0.01585872382
694	0.01584382769
695	0.01582907821
696	0.01581351683
697	0.01580050362
698	0.01576683362
699	0.01575227698
700	0.01572496074
701	0.01569086377
702	0.01564033317
703	0.01562355517
704	0.01561113443
705	0.01559325482
706	0.01555670421
707	0.01552806374
708	0.01552134041
709	0.01550453628
710	0.0154762058
711	0.01545997531
712	0.01545201534
713	0.01543332723
714	0.01541857226
715	0.01540067461
716	0.01538327373
717	0.0153662375
718	0.01533466481
719	0.01530812927
720	0.01528437671
721	0.01523325363
722	0.01521829881
723	0.01518819818
724	0.0151801933
725	0.01516381875
726	0.01515357531
727	0.01514158468
728	0.01512552124
729	0.01511229253
730	0.01509248963
731	0.0150519328
732	0.01503494692
733	0.01500023102
734	0.01495015721
735	0.01493561493
736	0.01489006009
737	0.01487396961
738	0.0148527028
739	0.01483808685
740	0.01482181872
741	0.01481078706
742	0.01479310666
743	0.01474251762
744	0.0147272655
745	0.01468260502
746	0.01466300101
747	0.01463777449
748	0.01460264967
749	0.01457708862
750	0.01454742138
751	0.0145300945
752	0.01451923642
753	0.01448343741
754	0.01447202366
755	0.01445612625
756	0.01438880853
757	0.01437598998
758	0.01436248402
759	0.0143398122
760	0.01431453513
761	0.01430098442
762	0.01427895837
763	0.01426941555
764	0.01425173249
765	0.01423109124
766	0.01419508567
767	0.01418278181
768	0.01416597562
769	0.01414582974
770	0.01412698584
771	0.01409728625
772	0.01408803072
773	0.01407565735
774	0.01405002789
775	0.01402756251
776	0.01401711454
777	0.01400944856
778	0.01398558367
779	0.01396634347
780	0.01394586211
781	0.01393245771
782	0.01391252677
783	0.01390034949
784	0.01388441486
785	0.0138677962
786	0.0138413785
787	0.01379396942
788	0.01378695935
789	0.01377810656
790	0.01376258489
791	0.01374363466
792	0.01373062618
793	0.01371375415
794	0.01370773677
795	0.01370176244
796	0.01368362616
797	0.01366300792
798	0.01365045536
799	0.01363511961
800	0.01361188202
801	0.01360322609
802	0.013591329
803	0.01356904304
804	0.01355715653
805	0.01354468856
806	0.01351780732
807	0.01350823385
808	0.01349276624
809	0.01347320288
810	0.01346245713
811	0.0134554733
812	0.0134412978
813	0.01343063398
814	0.01341940127
815	0.01341290498
816	0.01339824429
817	0.01336040581
818	0.01334045982
819	0.01330237743
820	0.01327511335
821	0.01326018511
822	0.01323981409
823	0.0132115321
824	0.01319476617
825	0.01315426353
826	0.01313972172
827	0.01312618575
828	0.01311278007
829	0.01309148757
830	0.01308204957
831	0.0130495303
832	0.01303373684
833	0.01301851229
834	0.01299809865
835	0.01297543935
836	0.01295737642
837	0.01293447289
838	0.01290817151
839	0.01289754804
840	0.01288140882
841	0.01286955852
842	0.01284596732
843	0.01282669984
844	0.01281751471
845	0.01280665687
846	0.01279819547
847	0.01278885317
848	0.01277740633
849	0.01276399793
850	0.01275000154
851	0.01273313338
852	0.01272136383
853	0.01270418325
854	0.01269722272
855	0.01266540303
856	0.01261288376
857	0.0126007113
858	0.01258479345
859	0.01257761021
860	0.0125522663
861	0.01252121237
862	0.01250156339
863	0.01249475311
864	0.01245419992
865	0.01244285447
866	0.01242325066
867	0.0123934146
868	0.01238036455
869	0.01236510228
870	0.01235862893
871	0.0123347164
872	0.01232741564
873	0.01230324644
874	0.01228480262
875	0.01226255419
876	0.01224344805
877	0.01222740572
878	0.01221480787
879	0.01220551459
880	0.01215535054
881	0.01214341158
882	0.01212887746
883	0.01212147522
884	0.01210987143
885	0.01210146092
886	0.01208187258
887	0.01207624876
888	0.0120685341
889	0.01206027887
890	0.01205245637
891	0.01203744625
892	0.01199224887
893	0.01198308649
894	0.01197088484
895	0.01195284769
896	0.01194290311
897	0.01192176078
898	0.01189329639
899	0.01187961469
900	0.01185941862
901	0.01184931121
902	0.01184187221
903	0.0118339462
904	0.0118024267
905	0.01176940578
906	0.01175371774
907	0.01174577787
908	0.01172546412
909	0.01171896859
910	0.01171271353
911	0.01170588591
912	0.01168855141
913	0.01168100371
914	0.01167501958
915	0.01165640861
916	0.01164546545
917	0.01163539449
918	0.01162491901
919	0.011607696
920	0.01159514353
921	0.01158006061
922	0.01157043456
923	0.01155597621
924	0.01153518778
925	0.01152670064
926	0.01151669209
927	0.01150260204
928	0.01148921806
929	0.01147846841
930	0.01146504833
931	0.01145922138
932	0.01143564396
933	0.01142605809
934	0.01141028969
935	0.01139544635
936	0.01138643245
937	0.01136738285
938	0.01136061336
939	0.01134837539
940	0.01131721588
941	0.0112993655
942	0.01127378599
943	0.01125940781
944	0.01124237241
945	0.01123540184
946	0.01121787876
947	0.01121073871
948	0.0111914492
949	0.01118311198
950	0.01116098535
951	0.01115061859
952	0.0111353311
953	0.01111982397
954	0.01110403836
955	0.01109710917
956	0.01108533733
957	0.01107740362
958	0.01105336783
959	0.01104678574
960	0.01103850926
961	0.01102561515
962	0.01101239158
963	0.01100185404
964	0.01099440793
965	0.01098661623
966	0.01097699299
967	0.01096387352
968	0.01094622338
969	0.01091400591
970	0.01090865294
971	0.01089097016
972	0.01087828413
973	0.01086232305
974	0.01084551152
975	0.01083562723
976	0.01082035671
977	0.0108027636
978	0.01079194957
979	0.01077618073
980	0.01075740564
981	0.01074593428
982	0.01072386715
983	0.01071075268
984	0.01069637707
985	0.01067859329
986	0.01066964963
987	0.01066362508
988	0.01064810109
989	0.01063018162
990	0.01062632079
991	0.01061659439
992	0.01060259982
993	0.01059535187
994	0.01057227708
995	0.01056535746
996	0.01054560681
997	0.01053299477
998	0.01051888114
999	0.01049771951
