tempC_avg(0C),Relative humidity_avg(%),windspeedKmph_avg(Km/h),pressureMB_avg,precipMM_avg(mm),weatherDesc,Sunshine Hours,%_soil_moisure,Type of Disease (Bacterial Blight/Telya),Anthracnose,Fruit Spot/ Rot,Fusarium Wilt,Fruit Borer / Blight Blora
25,40,7,1013,0.0,5,9.1,45,0,0,0,0,0
29,17,17,1010,0.0,4,10.7,31,0,0,0,0,0
32,28,3,1008,0.0,5,11.2,32,0,0,0,0,0
23,87,17,1005,0.4,3,3.8,65,0,0,1,0,1
25,58,18,1014,0.0,4,9.6,45,1,0,0,0,0
34,31,11,1005,0.0,5,10.4,34,0,0,0,0,0
24,80,13,1005,0.0999999999999999,3,3.9,50,0,0,0,0,1
25,76,9,1008,0.0333333333333333,3,5.4,50,1,1,0,0,0
26,37,6,1012,0.0,5,10.1,44,0,0,0,0,0
28,59,7,1008,0.39999999999999897,1,5.4,51,1,1,0,0,0
27,65,4,1008,0.166666666666666,3,9.1,56,1,1,0,0,0
27,29,12,1010,0.0,5,10.7,34,0,0,0,0,0
23,50,5,1014,0.0,5,9.6,42,0,0,0,0,0
33,43,10,1005,0.0333333333333333,3,10.4,35,1,0,0,0,0
24,48,4,1012,0.0,5,10.1,41,0,0,0,0,0
30,26,4,1012,0.0,5,10.7,30,0,0,0,0,0
23,21,13,1017,0.0,4,9.6,43,0,0,0,0,0
26,84,8,1003,0.46666666666666606,1,6.2,60,1,0,1,0,1
27,59,4,1011,0.0,4,9.1,53,1,1,0,0,0
22,57,20,1015,0.0,4,9.7,43,0,0,0,0,0
26,16,8,1013,0.0,5,10.1,43,0,0,0,0,0
25,30,6,1013,0.0,5,9.8,44,0,0,0,0,0
26,19,10,1011,0.0,5,10.1,45,0,0,0,0,0
24,81,9,1008,0.0999999999999999,3,3.9,52,0,0,0,0,1
21,93,13,1005,0.33333333333333304,3,3.9,55,0,0,0,0,0
24,32,9,1011,0.0,5,9.7,41,0,0,0,0,0
23,85,11,1006,0.0666666666666666,3,6.2,55,0,0,0,0,1
25,81,9,1005,0.33333333333333304,1,3.9,60,1,0,1,0,1
23,80,19,1008,0.0333333333333333,3,5.4,55,0,0,0,0,1
25,79,7,1010,0.133333333333333,3,5.4,50,1,1,0,0,0
26,74,17,1001,0.133333333333333,3,3.8,50,1,1,0,0,0
29,12,7,1013,0.0,5,10.7,35,0,0,0,0,0
32,47,11,1001,0.0,4,6.2,40,1,0,0,0,0
24,63,6,1015,0.0,4,9.8,41,0,0,0,0,0
28,69,16,1005,0.0,2,6.2,45,1,0,0,0,0
23,42,9,1012,0.0,4,10.7,35,0,0,0,0,0
32,40,15,1006,0.0,5,10.4,34,0,0,0,0,0
25,53,8,1013,0.0,4,9.6,40,1,1,0,0,0
30,62,13,1002,0.36666666666666603,1,10.4,45,1,1,0,0,0
27,64,16,1005,0.0666666666666666,3,3.8,48,1,1,0,0,0
22,50,10,1015,0.0,5,9.8,41,0,0,0,0,0
31,50,19,1008,0.0,5,10.4,31,0,0,0,0,0
25,47,8,1010,0.0,5,9.6,41,0,0,0,0,0
31,31,14,1006,0.0,5,10.4,30,0,0,0,0,0
24,81,20,1005,0.0333333333333333,3,3.8,50,0,0,0,0,1
24,41,7,1011,0.0,5,10.1,41,0,0,0,0,0
23,47,7,1015,0.0,4,9.8,45,0,0,0,0,0
32,44,19,1006,0.0,5,10.4,34,0,0,0,0,0
25,78,16,1010,0.0,5,5.4,52,0,0,0,0,0
29,17,8,1011,0.0,5,10.7,35,0,0,0,0,0
32,20,10,1008,0.0,5,11.2,35,0,0,0,0,0
29,22,11,1011,0.0,4,10.7,34,0,0,0,0,0
32,18,12,1006,0.0,5,11.2,33,0,0,0,0,0
26,40,7,1011,0.0,4,9.8,45,1,0,0,0,0
25,54,5,1012,0.0,3,9.6,42,1,1,0,0,0
25,49,15,1013,0.0,4,10.1,45,1,0,0,0,0
24,82,17,1006,0.0,3,5.4,52,0,0,0,0,1
26,72,11,1002,0.266666666666666,3,3.8,50,1,1,0,0,0
28,61,18,1007,0.0666666666666666,3,6.2,45,1,1,0,0,0
30,18,6,1009,0.0,5,10.7,35,0,0,0,0,0
29,59,17,1006,0.0,5,10.4,31,0,0,0,0,0
32,34,6,1009,0.0,5,11.2,30,0,0,0,0,0
24,33,8,1014,0.0,5,9.8,42,0,0,0,0,0
33,33,21,1006,0.0,5,10.4,35,0,0,0,0,0
24,84,8,1009,0.2,3,5.4,55,0,0,0,0,1
21,41,5,1012,0.0,5,10.1,44,0,0,0,0,0
32,24,11,1008,0.0,4,11.2,30,1,0,0,0,0
24,82,28,1004,0.166666666666666,3,3.8,50,0,0,0,0,1
23,87,23,1002,0.5,2,3.9,48,0,0,0,0,1
25,35,3,1011,0.0,5,9.6,45,0,0,0,0,0
28,57,9,1009,0.0666666666666666,3,5.4,54,0,0,0,0,0
25,55,7,1013,0.0,5,9.1,55,0,0,0,0,0
32,28,10,1007,0.0333333333333333,3,11.2,32,1,0,0,0,0
25,77,6,1008,0.1,3,5.4,50,1,1,0,0,0
24,47,7,1010,0.0,5,10.1,44,0,0,0,0,0
23,85,23,1004,0.266666666666666,3,3.8,50,0,0,0,0,1
23,21,3,1012,0.0,5,9.6,43,0,0,0,0,0
29,23,7,1009,0.0,5,10.7,34,0,0,0,0,0
25,59,4,1012,0.133333333333333,3,9.1,54,1,1,0,0,0
24,79,28,1005,0.1,3,3.9,50,0,0,0,0,0
32,39,10,1007,0.0,5,10.4,32,0,0,0,0,0
23,84,24,1006,0.166666666666666,3,5.4,62,0,0,1,0,1
25,65,7,1010,0.0,5,5.4,45,1,1,0,0,0
23,86,22,1007,0.0666666666666666,3,3.9,61,0,0,1,0,1
32,22,11,1008,0.0,5,11.2,34,0,0,0,0,0
29,39,6,1012,0.0,5,9.1,46,0,0,0,0,0
31,54,25,1005,0.0,5,6.2,34,0,0,0,0,0
22,47,5,1012,0.0,5,9.6,45,0,0,0,0,0
22,39,12,1016,0.0,5,9.6,44,0,0,0,0,0
25,66,6,1008,0.0,5,9.1,60,1,1,0,0,0
24,34,9,1013,0.0,5,9.7,42,0,0,0,0,0
23,95,35,1002,8.066666666666661,1,3.9,75,0,0,1,1,0
22,41,7,1009,0.0,5,9.6,40,0,0,0,0,0
27,47,4,1005,0.0,5,9.1,52,0,0,0,0,0
25,36,4,1014,0.0,5,9.6,45,0,0,0,0,0
20,12,8,1013,0.0,5,10.1,44,0,0,0,0,0
22,92,8,1005,0.1,3,5.4,55,0,0,0,0,1
23,82,6,1008,0.5333333333333329,1,9.7,50,0,0,0,0,1
30,36,9,1007,0.0,5,10.4,35,0,0,0,0,0
25,71,8,1009,0.0,5,5.4,45,1,1,0,0,0
27,75,6,1002,1.5,1,3.8,60,1,1,0,0,0
25,32,9,1012,0.0,5,9.6,43,0,0,0,0,0
32,24,11,1006,0.0,4,11.2,35,1,0,0,0,0
31,48,17,1008,0.0,5,10.4,30,0,0,0,0,0
26,72,24,1006,1.9333333333333302,1,6.2,50,1,1,0,0,0
24,81,11,1009,0.0999999999999999,3,3.9,55,0,0,0,0,1
25,34,6,1014,0.0,5,9.8,45,0,0,0,0,0
28,33,6,1011,0.0,5,9.7,41,0,0,0,0,0
25,85,6,1005,0.4333333333333329,1,5.4,60,1,0,1,0,1
23,23,6,1012,0.0,5,9.6,41,0,0,0,0,0
26,76,11,998,0.133333333333333,3,3.8,50,1,1,0,0,0
24,38,7,1014,0.0,4,9.8,45,0,0,0,0,0
24,79,4,1010,0.4333333333333329,3,9.7,60,0,0,0,0,0
30,21,7,1010,0.0,5,10.7,33,0,0,0,0,0
24,27,9,1015,0.0,5,9.8,45,0,0,0,0,0
23,87,16,1008,0.0,3,5.4,52,0,0,0,0,1
25,43,4,1018,0.0,5,9.8,41,0,0,0,0,0
24,48,7,1011,0.0,4,9.7,52,0,0,0,0,0
24,85,21,1003,0.2,3,3.9,62,0,0,1,0,1
23,49,9,1014,0.0,4,9.6,44,0,0,0,0,0
25,51,10,1013,0.0,5,9.7,40,0,0,0,0,0
23,20,6,1011,0.0,5,9.8,41,0,0,0,0,0
24,88,9,1005,0.3,3,3.8,65,0,0,1,0,1
31,41,13,1005,0.0,5,10.4,30,0,0,0,0,0
25,77,16,1009,0.133333333333333,3,3.9,48,1,1,0,0,0
28,20,8,1013,0.0,5,10.1,42,0,0,0,0,0
33,24,13,1008,0.0,5,11.2,34,0,0,0,0,0
34,22,12,1004,0.0,5,10.4,34,0,0,0,0,0
25,22,5,1018,0.0,5,9.8,44,0,0,0,0,0
24,81,7,1010,0.133333333333333,3,5.4,55,0,0,0,0,1
27,25,6,1012,0.0,5,10.1,40,0,0,0,0,0
24,33,5,1010,0.0,5,10.1,45,0,0,0,0,0
23,88,14,1004,0.1,3,3.9,50,0,0,0,0,1
25,36,8,1012,0.0,5,9.1,43,0,0,0,0,0
26,35,8,1017,0.0,5,10.1,40,0,0,0,0,0
28,74,9,1006,0.6,1,6.2,65,1,1,0,0,0
23,23,10,1012,0.0,5,10.1,42,0,0,0,0,0
20,49,11,1009,0.0,5,9.8,41,0,0,0,0,0
31,24,13,1006,0.0,5,10.4,32,0,0,0,0,0
32,34,10,1008,0.0,5,11.2,30,0,0,0,0,0
33,46,11,1003,0.0,4,10.4,32,1,0,0,0,0
27,48,9,1011,0.0,5,9.1,55,1,0,0,0,0
20,54,5,1009,0.0,5,9.6,40,0,0,0,0,0
27,20,4,1010,0.0,5,10.1,45,0,0,0,0,0
30,57,23,1001,0.0,4,6.2,35,1,0,0,0,0
29,20,5,1013,0.0,5,10.1,43,0,0,0,0,0
25,19,9,1014,0.0,5,10.1,42,0,0,0,0,0
24,47,5,1012,0.0,5,9.8,42,0,0,0,0,0
26,49,7,1013,0.0,4,9.6,45,1,0,0,0,0
25,35,6,1014,0.0,5,9.8,42,0,0,0,0,0
26,75,6,1006,0.39999999999999897,3,5.4,55,1,1,0,0,0
34,36,10,1006,0.0,5,10.4,31,0,0,0,0,0
29,38,12,1009,0.0999999999999999,3,10.4,45,1,0,0,0,0
31,32,13,1007,0.0,3,10.4,34,1,0,0,0,0
26,25,9,1011,0.0,5,10.1,44,0,0,0,0,0
27,27,6,1015,0.0,5,9.8,42,0,0,0,0,0
26,70,17,999,0.46666666666666606,1,6.2,55,1,1,0,0,0
31,35,16,1009,0.0,5,10.4,31,0,0,0,0,0
24,43,7,1012,0.0,5,9.1,43,0,0,0,0,0
33,21,7,1009,0.0,5,11.2,35,0,0,0,0,0
25,29,3,1013,0.0,5,9.6,45,0,0,0,0,0
26,31,6,1011,0.0,5,9.8,41,0,0,0,0,0
21,49,6,1012,0.0,5,9.6,43,0,0,0,0,0
25,84,7,1005,0.0666666666666666,3,3.9,60,1,0,1,0,1
26,75,6,1008,0.0333333333333333,3,9.1,60,1,1,0,0,0
34,25,24,1006,0.0,4,10.4,34,0,0,0,0,0
26,75,15,1000,1.33333333333333,1,3.8,62,1,1,0,0,0
24,47,8,1015,0.0,5,9.6,42,0,0,0,0,0
28,73,7,1006,0.833333333333333,1,5.4,54,1,1,0,0,0
34,15,15,1006,0.0,5,11.2,32,0,0,0,0,0
24,87,15,1002,0.36666666666666603,1,3.8,60,0,0,1,0,1
30,26,13,1009,0.0,5,10.7,32,0,0,0,0,0
35,27,5,1008,0.0,5,11.2,34,0,0,0,0,0
28,52,5,1011,0.133333333333333,3,9.1,50,1,0,0,0,0
27,79,5,1002,0.5,1,6.2,65,1,1,0,0,0
32,29,10,1007,0.0,5,11.2,33,0,0,0,0,0
23,87,22,1002,0.166666666666666,3,3.9,63,0,0,1,0,1
27,56,9,1011,0.0,5,9.7,40,1,1,0,0,0
26,25,8,1017,0.0,5,9.8,45,0,0,0,0,0
29,23,7,1009,0.0,5,10.7,30,0,0,0,0,0
26,66,9,1009,0.23333333333333303,3,9.1,45,1,1,0,0,0
23,85,20,1008,0.1,3,5.4,58,0,0,0,0,1
29,27,6,1010,0.0,4,10.7,35,0,0,0,0,0
28,24,14,1012,0.0,5,10.7,30,0,0,0,0,0
23,90,35,1004,0.5333333333333329,1,3.8,65,0,0,1,0,1
23,94,22,996,3.8666666666666605,2,3.9,80,0,0,1,1,0
27,49,5,1012,0.0333333333333333,3,9.6,45,1,0,0,0,0
25,80,25,1005,0.0666666666666666,3,3.8,55,1,1,0,0,1
19,25,11,1018,0.0,5,9.6,42,0,0,0,0,0
34,23,6,1008,0.0,5,11.2,34,0,0,0,0,0
25,76,23,1003,0.0666666666666666,3,3.8,61,1,1,0,0,0
32,34,9,1008,0.0333333333333333,5,10.4,34,0,0,0,0,0
31,24,13,1007,0.0,5,10.4,33,0,0,0,0,0
27,57,29,1006,0.0,4,10.4,45,1,1,0,0,0
18,33,18,1018,0.0,5,9.8,45,0,0,0,0,0
22,25,7,1013,0.0,5,9.6,44,0,0,0,0,0
21,52,13,1011,0.0,4,9.8,40,0,0,0,0,0
26,82,13,1002,1.1,1,6.2,55,1,0,0,0,1
27,67,20,1002,0.0666666666666666,3,6.2,48,1,1,0,0,0
32,31,19,1006,0.0,5,10.4,35,0,0,0,0,0
26,25,5,1012,0.0,5,10.1,45,0,0,0,0,0
28,24,5,1012,0.0,5,10.1,40,0,0,0,0,0
24,87,19,1004,0.166666666666666,3,3.9,50,0,0,0,0,1
24,83,19,1004,0.23333333333333303,3,3.8,56,0,0,0,0,1
26,42,7,1013,0.0,4,9.8,41,0,0,0,0,0
32,31,7,1008,0.0333333333333333,3,11.2,45,1,0,0,0,0
25,75,6,1007,0.0666666666666666,3,9.1,55,1,1,0,0,0
25,60,16,1012,0.0,5,9.1,52,0,0,0,0,0
29,56,23,1007,0.0,4,10.4,45,1,1,0,0,0
31,11,12,1009,0.0,5,10.7,32,0,0,0,0,0
24,89,26,1003,0.0666666666666666,3,3.8,50,0,0,0,0,1
28,41,6,1011,0.0,4,9.1,46,1,0,0,0,0
24,73,24,1009,0.0333333333333333,3,3.9,55,0,0,0,0,0
30,55,9,1009,0.0999999999999999,3,6.2,45,1,1,0,0,0
25,30,3,1015,0.0,5,9.8,42,0,0,0,0,0
30,31,15,1009,0.0333333333333333,3,10.4,45,1,0,0,0,0
27,19,6,1014,0.0,5,10.1,43,0,0,0,0,0
25,39,8,1014,0.0,5,9.6,45,0,0,0,0,0
24,31,11,1013,0.0,5,9.7,43,0,0,0,0,0
30,20,6,1010,0.0,5,10.7,34,0,0,0,0,0
30,56,24,1003,0.0,5,10.4,35,0,0,0,0,0
29,59,15,1006,0.0333333333333333,3,3.8,45,1,1,0,0,0
34,17,17,1007,0.0,4,11.2,35,0,0,0,0,0
25,26,4,1012,0.0,5,9.6,43,0,0,0,0,0
22,62,14,1014,0.0,4,9.1,45,0,0,0,0,0
32,25,7,1009,0.0,5,11.2,35,0,0,0,0,0
26,81,7,1012,0.5333333333333329,1,9.1,55,1,0,0,0,1
25,79,27,1005,0.1,3,3.9,50,1,1,0,0,0
24,83,15,1003,0.0333333333333333,3,3.8,65,0,0,1,0,1
24,82,9,1009,0.5666666666666661,1,5.4,50,0,0,0,0,1
26,85,8,1004,0.266666666666666,1,6.2,67,1,0,1,1,0
23,36,8,1013,0.0,5,9.8,42,0,0,0,0,0
26,50,14,1011,0.0,5,9.7,45,0,0,0,0,0
25,30,9,1012,0.0,4,9.8,44,1,0,0,0,0
27,39,10,1014,0.0,5,9.7,40,0,0,0,0,0
23,92,11,1002,0.5,3,3.8,62,0,0,1,0,1
23,89,14,1003,0.3,3,3.9,60,0,0,1,0,1
23,30,4,1013,0.0,5,9.6,44,0,0,0,0,0
28,57,4,1011,0.133333333333333,3,9.1,50,1,1,0,0,0
21,35,16,1016,0.0,5,9.6,42,0,0,0,0,0
23,92,22,1007,0.33333333333333304,1,5.4,65,0,0,1,0,1
25,26,7,1009,0.0,5,9.7,42,0,0,0,0,0
25,77,7,1012,0.46666666666666606,3,9.7,55,1,1,0,0,0
28,39,7,1014,0.0,4,10.1,40,1,0,0,0,0
23,90,32,1001,0.4333333333333329,1,3.9,75,0,0,1,1,0
25,40,7,1013,0.0,5,9.7,40,0,0,0,0,0
25,80,21,1002,0.23333333333333303,3,6.2,52,1,1,0,0,1
23,56,7,1012,0.0,4,9.6,41,0,0,0,0,0
31,14,9,1010,0.0,5,10.7,30,0,0,0,0,0
24,82,32,1005,0.0666666666666666,3,3.9,62,0,0,1,0,1
29,34,8,1012,0.0,5,9.1,45,0,0,0,0,0
29,20,6,1009,0.0,5,10.1,31,0,0,0,0,0
26,74,8,1009,0.0,4,5.4,50,1,1,0,0,0
27,69,22,1000,0.0333333333333333,3,6.2,50,1,1,0,0,0
24,81,12,1008,0.133333333333333,3,5.4,55,0,0,0,0,1
24,87,8,1006,0.133333333333333,3,5.4,60,0,0,1,0,1
32,24,11,1009,0.0,5,11.2,34,0,0,0,0,0
26,71,20,1003,0.1,3,6.2,55,1,1,0,0,0
30,29,14,1010,0.0,5,11.2,32,0,0,0,0,0
26,68,11,1010,0.0,4,9.1,45,1,1,0,0,0
22,29,9,1011,0.0,5,9.8,44,0,0,0,0,0
26,41,8,1012,0.0,4,9.6,40,1,0,0,0,0
25,44,7,1012,0.0,5,9.6,42,0,0,0,0,0
23,89,27,1003,0.46666666666666606,3,3.8,50,0,0,0,0,1
28,63,6,1007,0.19999999999999898,3,9.1,55,1,1,0,0,0
24,89,6,1000,0.23333333333333303,1,5.4,62,0,0,1,0,1
24,79,11,1008,0.133333333333333,3,5.4,50,0,0,0,0,0
25,50,10,1012,0.0,4,9.7,43,1,1,0,0,0
23,28,11,1014,0.0,5,9.6,42,0,0,0,0,0
19,20,8,1016,0.0,5,10.1,40,0,0,0,0,0
25,72,24,1005,0.0333333333333333,3,6.2,45,1,1,0,0,0
25,84,15,1003,0.133333333333333,3,3.8,55,1,0,0,0,1
25,81,16,1004,0.23333333333333303,3,3.9,60,1,0,1,0,1
23,87,15,1006,0.266666666666666,3,3.9,50,0,0,0,0,1
23,86,16,1010,0.6,1,9.7,60,0,0,1,0,1
24,85,16,1006,0.0333333333333333,3,5.4,53,0,0,0,0,1
24,87,15,1003,0.166666666666666,3,3.8,50,0,0,0,0,1
26,72,9,1012,0.0,4,9.1,50,1,0,0,0,0
24,57,10,1011,0.0666666666666666,3,9.8,57,0,0,0,0,0
25,80,9,1011,0.1,3,9.1,55,1,0,0,0,1
23,30,7,1013,0.0,5,9.6,45,0,0,0,0,0
24,62,10,1013,0.0,4,9.7,42,0,0,0,0,0
23,30,10,1012,0.0,5,10.1,44,0,0,0,0,0
26,78,13,999,0.19999999999999898,1,6.2,60,1,1,0,0,0
26,77,32,1006,0.0666666666666666,3,3.8,60,1,1,0,0,0
24,35,9,1010,0.0,5,9.8,43,0,0,0,0,0
28,63,15,1004,0.0666666666666666,3,6.2,55,1,1,0,0,0
30,28,8,1008,0.0,5,10.7,33,0,0,0,0,0
23,32,16,1011,0.0,5,9.7,40,0,0,0,0,0
25,80,6,1009,0.46666666666666606,1,5.4,60,1,1,0,0,1
30,30,10,1009,0.0,4,10.7,34,0,0,0,0,0
23,86,17,1005,0.733333333333333,2,3.8,60,0,0,1,0,1
31,36,12,1008,0.0666666666666666,3,10.4,40,1,0,0,0,0
30,34,18,1009,0.0,4,11.2,33,1,0,0,0,0
24,34,11,1008,0.0,5,10.7,33,0,0,0,0,0
22,64,6,1008,0.0,4,9.6,40,0,0,0,0,0
28,47,7,1013,0.0,5,9.1,45,0,0,0,0,0
24,80,14,1009,0.0333333333333333,3,3.9,60,0,0,0,0,1
26,80,11,1004,0.166666666666666,3,3.9,55,1,1,0,0,1
32,18,11,1007,0.0,5,11.2,31,0,0,0,0,0
29,25,10,1012,0.0,4,10.1,42,0,0,0,0,0
23,85,17,1004,0.2,3,3.8,55,0,0,0,0,1
24,51,8,1013,0.0,5,10.1,45,0,0,0,0,0
24,91,9,1004,0.166666666666666,3,3.8,65,0,0,1,0,1
28,78,4,1004,0.3,1,6.2,65,1,1,0,0,0
33,28,7,1010,0.0,5,11.2,35,0,0,0,0,0
33,24,3,1010,0.0,5,11.2,30,0,0,0,0,0
29,13,7,1012,0.0,5,10.1,40,0,0,0,0,0
27,73,7,1007,0.46666666666666606,1,5.4,65,1,1,0,0,0
25,22,7,1012,0.0,5,10.1,44,0,0,0,0,0
27,27,19,1011,0.0,4,10.7,31,1,0,0,0,0
24,83,14,1005,0.0666666666666666,3,3.9,48,0,0,0,0,1
27,60,23,1005,0.0,4,3.8,45,1,1,0,0,0
32,21,13,1008,0.0,4,11.2,32,0,0,0,0,0
24,61,3,1011,0.0,5,9.6,44,0,0,0,0,0
22,39,7,1013,0.0,5,9.8,44,0,0,0,0,0
22,48,5,1011,0.0,5,9.8,40,0,0,0,0,0
23,31,12,1013,0.0,5,9.6,44,0,0,0,0,0
25,80,11,1007,0.1,3,3.9,60,1,1,0,0,1
30,26,8,1010,0.0,5,10.7,35,0,0,0,0,0
25,46,6,1012,0.0,4,9.7,42,1,0,0,0,0
24,82,4,1011,0.733333333333333,1,9.7,60,0,0,1,0,1
31,40,9,1007,0.0333333333333333,5,10.4,30,0,0,0,0,0
33,34,14,1006,0.0,5,10.4,30,0,0,0,0,0
28,61,31,1003,0.0666666666666666,3,6.2,32,1,1,0,0,0
26,31,2,1012,0.0,5,9.8,40,0,0,0,0,0
24,29,6,1016,0.0,5,9.8,42,0,0,0,0,0
34,19,8,1011,0.0,5,10.7,31,0,0,0,0,0
28,71,22,1003,0.633333333333333,1,6.2,55,1,1,0,0,0
26,45,5,1012,0.166666666666666,3,10.7,40,1,0,0,0,0
27,15,11,1008,0.0,5,10.7,31,0,0,0,0,0
33,24,8,1011,0.0,5,11.2,32,0,0,0,0,0
26,32,5,1011,0.0,5,10.1,41,0,0,0,0,0
31,42,16,1006,0.0,5,10.4,35,0,0,0,0,0
22,52,15,1013,0.0333333333333333,3,9.6,41,0,0,0,0,0
28,36,8,1014,0.0,5,9.1,45,0,0,0,0,0
28,55,3,1011,0.0999999999999999,3,9.1,50,1,1,0,0,0
26,27,6,1012,0.0,5,10.1,41,0,0,0,0,0
26,77,17,1006,0.3,3,3.8,62,1,1,0,0,0
27,49,4,1011,0.0,4,9.1,52,1,0,0,0,0
23,91,25,1004,0.133333333333333,3,5.4,61,0,0,1,0,1
24,88,14,1005,1.5999999999999899,1,5.4,65,0,0,1,0,1
23,30,8,1011,0.0,5,9.6,40,0,0,0,0,0
28,68,13,1005,0.4333333333333329,1,6.2,62,1,1,0,0,0
24,38,9,1009,0.0,5,10.7,33,0,0,0,0,0
26,51,9,1013,0.0,4,9.6,44,1,0,0,0,0
25,91,3,1005,0.5666666666666661,1,9.1,65,1,0,1,0,1
23,42,11,1014,0.0,4,9.7,44,0,0,0,0,0
31,11,4,1008,0.0,5,10.7,34,0,0,0,0,0
25,82,13,1005,0.266666666666666,1,3.8,60,1,0,1,0,1
25,80,19,1007,0.0333333333333333,3,3.9,52,1,1,0,0,1
27,43,10,1014,0.0,5,9.7,45,0,0,0,0,0
22,31,5,1015,0.0,5,9.8,45,0,0,0,0,0
23,92,14,1004,0.3,2,5.4,56,0,0,0,0,1
29,45,20,1009,0.0,5,10.4,34,0,0,0,0,0
32,37,12,1006,0.0,3,10.4,31,1,0,0,0,0
28,41,5,1013,0.0,4,9.1,52,1,0,0,0,0
25,65,24,1009,0.0,3,6.2,43,1,1,0,0,0
32,18,18,1010,0.0,5,11.2,32,0,0,0,0,0
25,63,3,1011,0.0,4,9.6,45,1,1,0,0,0
33,26,10,1008,0.0,5,10.4,32,0,0,0,0,0
25,66,6,1011,0.4,1,9.7,50,1,1,0,0,0
27,54,6,1011,0.0,5,9.7,45,0,0,0,0,0
25,30,6,1014,0.0,5,9.8,40,0,0,0,0,0
24,50,7,1012,0.0,4,9.7,45,0,0,0,0,0
21,32,6,1013,0.0,5,9.6,40,0,0,0,0,0
31,53,9,1008,0.23333333333333303,3,6.2,40,1,0,0,0,0
26,82,21,1003,0.5333333333333329,1,3.8,65,1,0,1,0,1
27,38,4,1009,0.0666666666666666,3,10.1,44,1,0,0,0,0
31,41,14,1007,0.0,5,10.4,35,0,0,0,0,0
22,90,8,1010,0.5333333333333329,3,5.4,50,0,0,0,0,1
23,39,12,1012,0.0,4,10.1,45,0,0,0,0,0
31,25,9,1011,0.0,5,10.7,30,0,0,0,0,0
19,44,18,1018,0.0,5,9.8,42,0,0,0,0,0
27,37,5,1011,0.0,5,9.7,40,0,0,0,0,0
25,40,10,1011,0.0,5,9.1,48,0,0,0,0,0
24,35,9,1012,0.0,5,9.6,44,0,0,0,0,0
33,33,20,1007,0.0,4,10.4,33,1,0,0,0,0
23,51,9,1015,0.0,5,9.6,45,0,0,0,0,0
24,30,9,1011,0.0,5,9.6,43,0,0,0,0,0
35,19,7,1008,0.0,5,11.2,30,0,0,0,0,0
22,87,32,1004,0.166666666666666,3,3.8,50,0,0,0,0,1
31,48,17,1006,0.0,5,10.4,31,0,0,0,0,0
25,81,13,1006,0.133333333333333,3,3.9,52,1,0,0,0,1
24,27,6,1014,0.0,5,9.8,40,0,0,0,0,0
24,82,27,1005,0.166666666666666,3,3.8,50,0,0,0,0,1
33,29,12,1009,0.0,5,11.2,30,0,0,0,0,0
25,80,28,1004,0.36666666666666603,3,3.8,60,1,1,0,0,1
32,49,24,1006,0.0,5,6.2,33,0,0,0,0,0
26,69,21,1004,0.1,3,6.2,50,1,1,0,0,0
25,22,11,1013,0.0,4,10.1,43,0,0,0,0,0
25,76,13,1007,0.0666666666666666,3,3.9,50,1,1,0,0,0
25,79,20,1007,0.1,3,3.8,50,1,1,0,0,0
24,86,7,1008,0.5333333333333329,1,5.4,62,0,0,1,0,1
32,27,14,1007,0.0,4,11.2,35,0,0,0,0,0
26,54,12,1008,0.0,4,9.7,40,1,1,0,0,0
25,31,3,1013,0.0,5,10.1,42,0,0,0,0,0
35,26,18,1007,0.0,5,10.4,35,0,0,0,0,0
33,22,12,1008,0.0,4,11.2,32,0,0,0,0,0
19,24,15,1015,0.0,5,9.6,45,0,0,0,0,0
27,70,16,1005,0.0999999999999999,3,6.2,50,1,1,0,0,0
26,63,22,1009,0.0,3,6.2,43,1,1,0,0,0
25,78,13,1006,0.0666666666666666,3,3.9,50,1,1,0,0,0
22,91,30,1003,0.39999999999999897,3,3.9,65,0,0,1,1,1
25,84,10,1006,0.7666666666666658,1,3.9,60,1,0,1,0,1
23,91,10,1002,0.23333333333333303,3,3.8,60,0,0,1,0,1
25,83,6,1006,0.36666666666666603,1,9.1,50,1,0,0,0,1
25,79,20,1004,0.0666666666666666,3,3.9,46,1,1,0,0,0
26,73,13,1004,0.4333333333333329,1,6.2,62,1,1,0,0,0
24,81,15,1005,0.0666666666666666,3,3.9,50,0,0,0,0,1
25,41,10,1013,0.0,5,9.1,43,0,0,0,0,0
24,88,16,1002,0.166666666666666,3,3.9,56,0,0,0,0,1
34,22,6,1011,0.0,5,10.7,30,0,0,0,0,0
26,28,7,1014,0.0,4,10.1,40,0,0,0,0,0
25,58,16,1013,0.0,4,9.6,41,1,0,0,0,0
24,45,8,1015,0.0,5,9.6,40,0,0,0,0,0
26,81,4,1006,0.0666666666666666,3,3.9,55,1,0,0,0,1
22,63,13,1011,0.0,3,9.8,41,0,0,0,0,0
23,24,6,1011,0.0,5,9.8,43,0,0,0,0,0
22,43,8,1017,0.0,5,9.8,42,0,0,0,0,0
24,48,5,1014,0.0,5,9.8,41,0,0,0,0,0
24,24,13,1017,0.0,5,9.6,41,0,0,0,0,0
28,68,15,1005,1.4,2,6.2,50,1,1,0,0,0
26,41,5,1011,0.0,5,9.7,48,0,0,0,0,0
29,63,9,1005,0.5333333333333329,1,6.2,60,1,1,0,0,0
28,16,10,1013,0.0,5,10.7,30,0,0,0,0,0
34,23,10,1004,0.0,5,10.4,33,0,0,0,0,0
