tempC_avg(0C),Relative humidity_avg(%),windspeedKmph_avg(Km/h),pressureMB_avg,precipMM_avg(mm),weatherDesc,Sunshine Hours,%_soil_moisure,Type of Disease (Bacterial Blight/Telya),Anthracnose,Fruit Spot/ Rot,Fusarium Wilt,Fruit Borer / Blight Blora
34,28,20,1004,0.0,5,10.4,34,0,0,0,0,0
28,67,23,1005,0.0,3,6.2,45,1,1,0,0,0
22,92,22,1005,0.46666666666666606,3,3.9,64,0,0,1,0,1
24,36,7,1017,0.0,5,9.8,43,0,0,0,0,0
26,73,14,1006,0.0999999999999999,3,3.8,50,1,1,0,0,0
27,73,17,1005,0.0333333333333333,3,6.2,55,1,1,0,0,0
24,41,9,1011,0.0,5,10.1,43,0,0,0,0,0
25,23,5,1012,0.0,5,9.6,43,0,0,0,0,0
23,81,13,1010,0.0666666666666666,3,5.4,50,0,0,0,0,1
24,82,16,1008,0.0666666666666666,3,3.8,50,0,0,0,0,1
34,33,22,1006,0.0,4,10.4,33,1,0,0,0,0
25,55,11,1013,0.0,4,9.1,50,1,1,0,0,0
33,24,7,1006,0.0,5,11.2,32,0,0,0,0,0
24,34,8,1014,0.0,5,9.8,44,0,0,0,0,0
21,39,10,1014,0.0,5,9.6,44,0,0,0,0,0
25,50,11,1012,0.0,5,9.7,41,0,0,0,0,0
25,84,12,1007,0.133333333333333,3,3.9,50,1,0,0,0,1
24,81,15,1005,0.2,3,6.2,55,0,0,0,0,1
27,73,10,1003,0.266666666666666,1,6.2,65,1,1,0,0,0
25,83,11,1007,0.0,3,5.4,55,1,0,0,0,1
21,95,11,1005,0.23333333333333303,3,3.9,62,0,0,0,0,0
25,40,7,1012,0.0,5,9.6,44,0,0,0,0,0
23,84,26,1006,0.0,3,5.4,54,0,0,0,0,1
27,68,13,1005,0.133333333333333,3,3.8,50,1,1,0,0,0
24,25,6,1014,0.0,4,9.8,42,0,0,0,0,0
32,45,7,1005,0.33333333333333304,1,6.2,48,1,0,0,0,0
25,49,8,1014,0.0,5,9.1,43,0,0,0,0,0
26,68,10,1009,0.3,3,5.4,60,1,1,0,0,0
25,75,18,1004,0.133333333333333,3,3.8,50,1,1,0,0,0
26,30,5,1015,0.0,5,10.1,40,0,0,0,0,0
22,40,10,1014,0.0,5,9.7,41,0,0,0,0,0
27,71,26,1006,0.133333333333333,3,3.8,55,1,1,0,0,0
20,50,21,1014,0.0,5,10.1,42,0,0,0,0,0
31,20,14,1009,0.0,4,10.7,30,0,0,0,0,0
30,53,16,1006,0.0,5,10.4,31,0,0,0,0,0
27,74,8,1001,0.9,1,6.2,64,1,1,0,0,0
32,22,16,1009,0.0,5,11.2,33,0,0,0,0,0
24,80,13,1004,0.0333333333333333,3,5.4,54,0,0,0,0,1
30,32,23,1008,0.0,4,11.2,34,1,0,0,0,0
33,40,6,1007,0.0,4,6.2,34,1,0,0,0,0
26,72,4,1010,0.23333333333333303,3,9.1,55,1,1,0,0,0
23,88,19,1005,0.33333333333333304,2,3.9,55,0,0,0,0,1
26,50,9,1011,0.0,4,9.7,44,1,0,0,0,0
26,72,22,1002,0.1,3,6.2,50,1,1,0,0,0
22,55,7,1016,0.0,4,9.8,44,0,0,0,0,0
24,27,10,1009,0.0,5,10.7,30,0,0,0,0,0
25,72,17,1010,0.266666666666666,3,9.7,50,1,1,0,0,0
26,78,6,1004,0.39999999999999897,1,3.9,62,1,1,0,0,0
24,85,22,1006,0.166666666666666,3,3.8,50,0,0,0,0,1
24,49,16,1015,0.0,5,9.1,50,0,0,0,0,0
23,91,20,1002,1.46666666666666,1,3.8,65,0,0,1,0,1
24,82,25,1001,0.133333333333333,3,6.2,61,0,0,1,0,1
28,12,5,1011,0.0,5,10.7,32,0,0,0,0,0
34,29,7,1005,0.0,5,10.4,31,0,0,0,0,0
24,89,30,1002,0.266666666666666,3,5.4,62,0,0,1,0,1
24,72,10,1014,0.8666666666666658,1,9.7,50,0,0,0,0,0
25,78,15,1002,0.166666666666666,3,3.8,60,1,1,0,0,0
32,23,9,1006,0.0,5,11.2,35,0,0,0,0,0
24,24,5,1014,0.0,5,9.6,40,0,0,0,0,0
26,58,8,1012,0.0,4,9.7,40,1,1,0,0,0
34,32,7,1007,0.0,5,11.2,33,0,0,0,0,0
22,37,12,1014,0.0,5,9.7,45,0,0,0,0,0
32,46,14,1002,0.0333333333333333,3,6.2,40,1,0,0,0,0
23,85,13,1007,0.1,3,3.9,52,0,0,0,0,1
23,88,14,1004,0.36666666666666603,2,3.9,55,0,0,0,0,1
27,57,18,1008,0.0,3,10.4,45,1,1,0,0,0
26,47,9,1011,0.0,4,9.7,44,1,0,0,0,0
26,75,7,1006,0.0999999999999999,3,9.1,55,1,1,0,0,0
28,31,7,1011,0.0,5,10.1,42,0,0,0,0,0
25,80,13,1007,0.133333333333333,3,3.9,52,1,1,0,0,1
20,57,10,1015,0.0,4,9.8,44,0,0,0,0,0
32,21,7,1009,0.0,5,11.2,30,0,0,0,0,0
25,64,7,1011,0.0,5,9.7,40,0,0,0,0,0
25,48,11,1012,0.0,5,9.7,42,0,0,0,0,0
25,53,12,1009,0.0,5,9.1,54,0,0,0,0,0
31,19,15,1009,0.0,5,11.2,35,0,0,0,0,0
34,29,19,1005,0.0,4,10.4,31,0,0,0,0,0
32,25,16,1010,0.0,4,11.2,34,0,0,0,0,0
27,66,3,1010,0.1,3,9.1,54,1,1,0,0,0
31,34,5,1007,0.0,5,11.2,33,0,0,0,0,0
31,17,5,1011,0.0,5,10.1,31,0,0,0,0,0
28,33,10,1016,0.0,5,10.1,41,0,0,0,0,0
18,39,12,1016,0.0,5,10.1,43,0,0,0,0,0
26,71,14,1005,0.1,3,5.4,55,1,0,0,0,0
25,28,6,1013,0.0,5,9.8,43,0,0,0,0,0
26,73,15,1008,0.2,3,6.2,45,1,1,0,0,0
23,30,7,1011,0.0,5,9.6,44,0,0,0,0,0
35,32,16,1003,0.0,5,10.4,35,0,0,0,0,0
32,22,4,1014,0.0,5,10.7,33,0,0,0,0,0
23,89,24,1004,0.3,3,3.8,63,0,0,1,0,1
26,40,4,1010,0.0,5,9.7,48,0,0,0,0,0
34,14,6,1010,0.0,5,10.7,31,0,0,0,0,0
26,43,9,1012,0.0,5,9.7,42,1,0,0,0,0
27,39,5,1012,0.0,4,9.7,45,1,0,0,0,0
23,25,12,1016,0.0,5,9.6,43,0,0,0,0,0
29,59,25,1003,0.0,5,6.2,31,0,0,0,0,0
31,20,6,1011,0.0,4,10.7,32,0,0,0,0,0
33,24,12,1008,0.19999999999999898,3,11.2,33,1,0,0,0,0
32,15,10,1011,0.0,5,10.7,35,0,0,0,0,0
27,71,8,1006,0.0999999999999999,3,5.4,52,1,1,0,0,0
29,44,19,1009,0.0,5,10.4,30,0,0,0,0,0
25,52,5,1011,0.0,5,9.1,43,0,0,0,0,0
25,82,24,999,0.0333333333333333,3,3.8,60,1,0,1,0,1
35,34,16,1003,0.0,5,10.4,33,0,0,0,0,0
32,36,12,1006,0.0,5,10.4,34,0,0,0,0,0
23,85,16,1002,0.46666666666666606,3,3.8,56,0,0,0,0,1
23,38,6,1013,0.0,5,9.8,42,0,0,0,0,0
31,17,7,1010,0.0,5,11.2,35,0,0,0,0,0
30,62,7,1003,0.7666666666666658,1,10.4,50,1,1,0,0,0
24,26,5,1015,0.0,5,9.8,45,0,0,0,0,0
31,42,5,1008,0.0666666666666666,3,10.4,45,1,0,0,0,0
32,37,13,1006,0.0,5,10.4,34,0,0,0,0,0
26,70,21,1006,0.33333333333333304,3,6.2,52,1,1,0,0,0
26,35,7,1010,0.0,5,10.1,41,0,0,0,0,0
30,26,15,1008,0.0,5,11.2,31,0,0,0,0,0
26,42,11,1012,0.0,5,9.7,45,0,0,0,0,0
24,26,7,1012,0.0,5,9.6,40,0,0,0,0,0
23,25,4,1017,0.0,5,9.6,41,0,0,0,0,0
24,85,13,1006,0.0333333333333333,3,3.9,60,0,0,1,0,1
24,47,5,1011,0.0,4,9.1,51,0,0,0,0,0
22,42,12,1014,0.0,4,9.6,43,0,0,0,0,0
21,49,6,1013,0.0,4,9.8,40,0,0,0,0,0
25,37,4,1015,0.0,5,9.6,41,0,0,0,0,0
30,45,17,1009,0.0,4,10.4,30,1,0,0,0,0
27,78,7,1008,0.933333333333333,1,5.4,65,1,1,0,0,0
26,72,16,1004,0.1,3,3.8,50,1,1,0,0,0
23,31,10,1008,0.0,5,10.1,42,0,0,0,0,0
25,80,12,1001,0.6666666666666661,2,6.2,65,1,1,0,0,1
24,87,8,1007,0.2,3,5.4,60,0,0,1,0,1
26,31,5,1017,0.0,5,10.1,42,0,0,0,0,0
26,53,5,1012,0.0,5,9.7,48,0,0,0,0,0
27,25,9,1011,0.0,4,10.7,34,1,0,0,0,0
25,82,31,1003,0.23333333333333303,3,3.8,62,1,0,1,0,1
33,44,19,1001,0.0,5,10.4,34,0,0,0,0,0
26,78,5,1003,0.266666666666666,3,6.2,60,1,1,0,0,0
26,32,5,1015,0.0,5,9.8,40,0,0,0,0,0
20,24,8,1017,0.0,5,9.6,45,0,0,0,0,0
24,90,6,1005,0.133333333333333,3,5.4,55,0,0,0,0,1
24,27,4,1013,0.0,5,9.8,44,0,0,0,0,0
26,76,17,1004,0.133333333333333,3,6.2,50,1,1,0,0,0
32,36,14,1006,0.0,5,10.4,32,0,0,0,0,0
22,45,8,1015,0.0,5,9.8,43,0,0,0,0,0
33,11,6,1011,0.0,5,10.7,33,0,0,0,0,0
33,36,20,1004,0.0,5,10.4,30,0,0,0,0,0
24,82,15,1006,0.0333333333333333,3,3.9,50,0,0,0,0,1
33,22,9,1008,0.0,3,11.2,30,1,0,0,0,0
32,25,11,1010,0.0,5,11.2,34,0,0,0,0,0
33,35,19,1007,0.0,5,10.4,32,0,0,0,0,0
28,58,7,1011,0.2,3,9.1,50,1,1,0,0,0
28,28,11,1013,0.0,5,10.7,34,0,0,0,0,0
24,40,13,1012,0.0,5,9.7,40,0,0,0,0,0
27,71,18,1003,0.1,3,3.8,50,1,1,0,0,0
24,84,28,1003,0.23333333333333303,3,3.9,75,0,0,1,1,0
25,43,6,1014,0.0,5,9.7,40,0,0,0,0,0
23,88,29,1002,0.2,3,3.9,60,0,0,1,0,1
25,29,6,1013,0.0,5,9.8,44,0,0,0,0,0
25,78,12,1011,0.33333333333333304,3,9.1,52,1,1,0,0,0
27,36,6,1012,0.0,5,10.7,35,0,0,0,0,0
24,83,30,1006,0.166666666666666,3,3.9,60,0,0,1,0,1
29,41,6,1014,0.0,4,10.1,43,1,0,0,0,0
36,21,10,1004,0.0,5,10.4,33,0,0,0,0,0
29,61,9,1004,0.1,3,6.2,55,1,1,0,0,0
27,27,5,1010,0.0,5,10.1,42,0,0,0,0,0
24,89,14,999,0.2,3,5.4,55,0,0,0,0,1
27,41,11,1009,0.0,5,9.7,42,0,0,0,0,0
25,40,7,1014,0.0,5,10.1,40,0,0,0,0,0
25,79,25,1005,0.0,3,3.8,50,1,1,0,0,0
22,26,10,1011,0.0,5,9.8,45,0,0,0,0,0
24,35,8,1014,0.0,5,9.6,45,0,0,0,0,0
28,18,4,1013,0.0,4,10.1,44,1,0,0,0,0
23,90,8,1003,0.133333333333333,3,5.4,55,0,0,0,0,1
30,8,7,1012,0.0,5,10.7,31,0,0,0,0,0
23,84,7,1009,0.3,1,9.1,60,0,0,1,0,1
22,90,17,1011,0.266666666666666,2,9.1,60,0,0,1,0,1
24,87,16,1004,0.3,1,3.8,67,0,0,1,1,0
33,26,9,1008,0.0,5,11.2,30,0,0,0,0,0
24,41,10,1014,0.0,5,9.8,44,0,0,0,0,0
26,81,3,1009,0.5333333333333329,1,5.4,64,1,0,1,0,1
32,40,15,1007,0.0,5,10.4,32,0,0,0,0,0
30,17,13,1012,0.0,5,10.7,33,0,0,0,0,0
22,85,11,1005,0.0,3,3.9,50,0,0,0,0,1
28,55,6,1008,0.266666666666666,3,9.1,50,1,1,0,0,0
24,24,7,1014,0.0,5,9.8,43,0,0,0,0,0
27,49,10,1013,0.0,5,9.7,43,0,0,0,0,0
28,14,12,1010,0.0,5,10.7,32,0,0,0,0,0
32,39,10,1008,0.0,3,10.4,35,1,0,0,0,0
28,59,20,1004,0.0,3,6.2,32,1,0,0,0,0
24,83,14,1008,0.1,3,3.9,60,0,0,1,0,1
32,20,17,1008,0.0,5,11.2,33,0,0,0,0,0
29,63,9,1005,0.266666666666666,3,6.2,50,1,1,0,0,0
22,38,4,1012,0.0,5,9.6,43,0,0,0,0,0
22,24,7,1012,0.0,5,9.8,40,0,0,0,0,0
27,64,14,1005,0.166666666666666,3,3.8,48,1,1,0,0,0
23,15,9,1012,0.0,5,10.1,42,0,0,0,0,0
34,23,9,1010,0.0,5,11.2,32,0,0,0,0,0
27,48,9,1009,0.0,4,9.7,44,1,0,0,0,0
31,35,13,1006,0.0,5,10.4,31,0,0,0,0,0
23,89,23,1005,0.0333333333333333,3,5.4,53,0,0,0,0,1
25,79,21,1002,0.19999999999999898,3,3.8,60,1,1,0,0,0
32,28,15,1011,0.0,5,11.2,34,0,0,0,0,0
32,31,22,1005,0.0,4,10.4,35,1,0,0,0,0
25,35,5,1011,0.0,5,9.7,44,0,0,0,0,0
28,53,9,1010,0.0,4,5.4,54,0,0,0,0,0
22,47,10,1014,0.0,4,9.8,42,0,0,0,0,0
31,15,8,1011,0.0,5,10.7,31,0,0,0,0,0
21,94,28,995,4.06666666666666,1,3.9,85,0,0,1,1,0
30,19,8,1013,0.0,5,10.1,45,0,0,0,0,0
25,31,6,1013,0.0,5,9.8,41,0,0,0,0,0
22,35,6,1015,0.0,5,9.6,42,0,0,0,0,0
24,51,8,1012,0.0,4,9.7,43,0,0,0,0,0
29,32,11,1010,0.0,4,10.7,32,1,0,0,0,0
27,70,6,1007,0.39999999999999897,1,5.4,53,1,1,0,0,0
27,58,6,1012,0.0333333333333333,3,9.1,50,1,1,0,0,0
25,82,17,1004,0.0,3,6.2,48,1,0,0,0,1
24,85,31,1005,0.2,3,3.9,60,0,0,1,0,1
29,51,9,1009,0.0,5,9.1,50,0,0,0,0,0
24,78,10,1012,0.1,3,5.4,52,0,0,0,0,0
27,70,16,1004,0.0666666666666666,3,6.2,55,1,1,0,0,0
22,93,18,1001,0.5666666666666661,2,3.9,62,0,0,1,0,1
21,49,13,1012,0.0,5,9.6,42,0,0,0,0,0
32,29,8,1009,0.0,5,10.7,31,0,0,0,0,0
29,14,10,1012,0.0,5,10.7,32,0,0,0,0,0
26,65,6,1011,0.19999999999999898,1,9.1,56,1,1,0,0,0
23,37,3,1011,0.0,5,9.6,40,0,0,0,0,0
25,77,10,1008,0.0666666666666666,3,5.4,50,1,1,0,0,0
25,38,16,1012,0.0,5,9.7,40,0,0,0,0,0
33,40,12,1005,0.0,5,10.4,35,0,0,0,0,0
25,78,22,1003,0.0333333333333333,3,3.8,60,1,1,0,0,0
26,74,14,1004,0.0333333333333333,3,6.2,55,1,1,0,0,0
24,84,4,1009,0.6,2,9.1,62,0,0,1,0,1
26,74,5,1006,0.6,1,9.1,52,1,1,0,0,0
22,26,7,1012,0.0,5,9.8,44,0,0,0,0,0
23,89,33,1003,0.36666666666666603,3,3.9,60,0,0,1,0,1
29,21,8,1011,0.0,4,10.1,45,1,0,0,0,0
24,84,18,1002,0.1,3,3.8,60,0,0,1,0,1
24,74,19,1009,0.0666666666666666,3,3.9,55,0,0,0,0,0
28,60,5,1009,0.5,1,9.1,62,1,1,0,0,0
25,30,10,1014,0.0,5,9.7,43,0,0,0,0,0
29,17,5,1009,0.0,5,11.2,33,0,0,0,0,0
24,70,5,1010,0.166666666666666,3,5.4,51,0,0,0,0,0
26,73,11,1003,0.0,3,6.2,50,1,1,0,0,0
27,21,4,1013,0.0,5,10.1,43,0,0,0,0,0
26,33,11,1010,0.0,5,10.1,45,0,0,0,0,0
24,83,11,1009,0.0666666666666666,3,5.4,52,0,0,0,0,1
24,89,4,1004,0.3,3,9.1,56,0,0,0,0,1
24,80,20,1005,0.0333333333333333,3,3.8,50,0,0,0,0,1
34,12,14,1008,0.0,5,11.2,33,0,0,0,0,0
26,80,16,1004,0.0,3,6.2,50,1,1,0,0,1
25,46,9,1013,0.0,5,9.6,42,0,0,0,0,0
24,21,8,1014,0.0,5,10.1,44,0,0,0,0,0
26,78,12,999,0.0333333333333333,3,6.2,55,1,1,0,0,0
21,26,8,1015,0.0,5,9.6,44,0,0,0,0,0
23,90,20,1002,0.5666666666666661,3,3.8,60,0,0,1,0,1
34,27,5,1007,0.0,5,11.2,30,0,0,0,0,0
24,37,16,1009,0.0,4,10.7,33,0,0,0,0,0
32,15,8,1010,0.0,5,10.7,34,0,0,0,0,0
23,45,4,1011,0.0,5,9.6,44,0,0,0,0,0
24,79,15,1008,0.0666666666666666,3,3.9,55,0,0,0,0,0
26,72,13,1003,0.19999999999999898,3,6.2,56,1,1,0,0,0
24,77,9,1009,0.133333333333333,3,5.4,50,0,0,0,0,0
26,76,9,1008,0.0666666666666666,3,3.9,56,1,1,0,0,0
25,83,9,1006,0.36666666666666603,3,3.9,60,1,0,1,0,1
27,71,18,1000,0.0333333333333333,3,6.2,50,1,1,0,0,0
25,71,26,1006,0.0666666666666666,3,6.2,45,1,1,0,0,0
30,27,12,1008,0.0,5,10.7,33,0,0,0,0,0
27,72,6,1006,0.36666666666666603,1,9.1,53,1,1,0,0,0
23,86,31,1005,0.5333333333333329,3,3.8,50,0,0,0,0,1
31,16,4,1011,0.0,5,10.7,41,0,0,0,0,0
32,25,10,1007,0.0,5,11.2,31,0,0,0,0,0
26,27,6,1014,0.0,5,10.7,32,0,0,0,0,0
24,80,11,1008,0.0666666666666666,3,5.4,50,0,0,0,0,1
27,60,20,1006,0.0,4,3.8,49,1,1,0,0,0
26,68,7,1007,0.0,4,9.1,55,1,1,0,0,0
25,44,4,1012,0.0,5,9.7,41,0,0,0,0,0
24,82,15,1004,0.133333333333333,3,3.8,56,0,0,0,0,1
32,30,18,1007,0.0,4,11.2,32,1,0,0,0,0
30,39,16,1006,0.0,3,10.4,35,1,0,0,0,0
29,19,12,1011,0.0,5,10.7,30,0,0,0,0,0
24,46,7,1012,0.0,5,9.1,43,0,0,0,0,0
23,34,13,1013,0.0,4,10.7,31,0,0,0,0,0
24,37,5,1014,0.0,5,9.6,44,0,0,0,0,0
35,28,11,1002,0.0,5,10.4,35,0,0,0,0,0
24,82,10,1009,0.133333333333333,3,5.4,55,0,0,0,0,1
32,31,15,1008,0.0,5,10.4,34,0,0,0,0,0
23,91,10,1002,0.6666666666666661,2,3.9,62,0,0,1,0,1
30,65,9,1005,0.833333333333333,2,6.2,50,1,1,0,0,0
24,30,6,1013,0.0,5,9.6,40,0,0,0,0,0
34,22,10,1010,0.0,5,10.4,32,0,0,0,0,0
31,15,4,1010,0.0,5,10.7,34,0,0,0,0,0
26,35,5,1013,0.0,4,9.8,42,1,0,0,0,0
26,35,13,1016,0.0,5,9.7,44,0,0,0,0,0
25,37,10,1013,0.0,5,9.7,43,0,0,0,0,0
26,47,9,1010,0.0,5,9.1,48,0,0,0,0,0
32,21,4,1011,0.0,5,10.7,31,0,0,0,0,0
33,40,8,1005,0.0,5,6.2,30,0,0,0,0,0
21,95,22,1004,0.0333333333333333,3,5.4,52,0,0,0,0,0
26,29,6,1013,0.0,5,10.1,44,0,0,0,0,0
22,29,5,1013,0.0,5,9.6,45,0,0,0,0,0
26,34,6,1013,0.0,5,10.1,40,0,0,0,0,0
26,22,4,1010,0.0,5,9.6,45,0,0,0,0,0
25,41,12,1008,0.0,5,9.7,48,0,0,0,0,0
25,79,4,1009,0.4,1,9.1,50,1,1,0,0,0
25,33,3,1013,0.0,5,9.6,43,0,0,0,0,0
25,79,3,1007,0.2,3,9.1,58,1,1,0,0,0
24,82,15,1002,0.1,3,3.8,56,0,0,0,0,1
30,12,8,1012,0.0,5,10.7,31,0,0,0,0,0
26,76,14,1001,0.0333333333333333,3,3.8,55,1,1,0,0,0
25,81,6,1009,0.3,3,9.1,54,1,0,0,0,1
34,24,11,1006,0.0,5,10.4,35,0,0,0,0,0
23,51,10,1014,0.0,4,9.6,40,0,0,0,0,0
24,24,6,1015,0.0,5,9.6,40,0,0,0,0,0
25,34,7,1010,0.0,5,9.7,40,0,0,0,0,0
28,50,2,1010,0.0,4,9.1,50,1,1,0,0,0
33,35,24,1007,0.0,4,10.4,32,1,0,0,0,0
23,39,9,1011,0.0,4,9.6,45,0,0,0,0,0
27,74,14,1006,0.133333333333333,3,3.8,50,1,1,0,0,0
31,56,18,1005,0.0,5,10.4,35,0,0,0,0,0
33,29,11,1007,0.0,5,10.4,35,0,0,0,0,0
24,24,5,1010,0.0,5,9.6,40,0,0,0,0,0
30,49,16,1004,0.0,5,6.2,40,0,0,0,0,0
22,33,8,1013,0.0,5,9.8,45,0,0,0,0,0
22,48,17,1012,0.0,3,10.7,34,0,0,0,0,0
23,89,13,1004,1.06666666666666,2,3.8,65,0,0,1,0,1
29,26,17,1010,0.0,4,11.2,30,0,0,0,0,0
26,34,9,1010,0.0,5,10.1,44,0,0,0,0,0
24,82,17,1007,0.0666666666666666,3,3.9,52,0,0,0,0,1
26,66,10,1011,0.0333333333333333,3,9.7,50,1,1,0,0,0
28,71,13,1006,0.19999999999999898,1,6.2,55,1,1,0,0,0
27,68,24,1005,0.266666666666666,1,6.2,45,1,1,0,0,0
31,15,9,1010,0.0,5,10.7,31,0,0,0,0,0
32,52,4,1000,0.7,1,6.2,65,1,0,0,0,0
25,31,5,1012,0.0,5,10.1,40,0,0,0,0,0
24,88,10,1002,0.0666666666666666,3,3.9,60,0,0,1,0,1
24,83,26,1002,0.166666666666666,3,3.8,61,0,0,1,0,1
26,45,7,1010,0.0,5,9.7,48,0,0,0,0,0
30,34,13,1009,0.0,5,10.4,30,0,0,0,0,0
30,24,18,1007,0.0,5,11.2,30,0,0,0,0,0
25,75,14,1008,0.0,4,9.1,53,1,1,0,0,0
32,38,9,1009,0.0,4,11.2,33,1,0,0,0,0
32,17,4,1012,0.0,5,10.7,35,0,0,0,0,0
20,93,10,1006,0.3,3,3.9,62,0,0,0,0,0
26,39,7,1013,0.0,5,9.1,54,0,0,0,0,0
25,32,8,1010,0.0,5,10.1,45,0,0,0,0,0
31,53,16,1004,0.0,5,6.2,30,0,0,0,0,0
24,36,8,1014,0.0,5,9.7,40,0,0,0,0,0
28,33,5,1012,0.0,5,9.7,43,0,0,0,0,0
27,63,3,1011,0.3,1,9.1,60,1,1,0,0,0
23,43,10,1013,0.0,5,9.7,43,0,0,0,0,0
24,84,15,1002,0.5,3,3.8,56,0,0,0,0,1
27,72,9,1004,0.833333333333333,1,6.2,65,1,1,0,0,0
31,35,14,1007,0.0,5,10.4,32,0,0,0,0,0
28,65,21,1002,0.0333333333333333,3,6.2,50,1,1,0,0,0
24,27,8,1012,0.0,3,9.7,43,0,0,0,0,0
25,79,22,1004,0.0333333333333333,3,3.8,56,1,1,0,0,0
23,89,18,1005,0.2,3,3.9,65,0,0,1,0,1
20,50,10,1011,0.0,4,10.1,43,0,0,0,0,0
28,55,26,1006,0.0,4,10.4,45,1,1,0,0,0
23,89,22,1002,1.13333333333333,2,3.8,64,0,0,1,0,1
25,60,14,1012,0.0,5,9.1,55,0,0,0,0,0
25,69,16,1007,0.4333333333333329,3,3.8,50,1,1,0,0,0
33,25,13,1010,0.0,5,10.4,32,0,0,0,0,0
29,48,16,1004,0.0,5,6.2,34,0,0,0,0,0
25,80,16,997,0.5666666666666661,2,6.2,62,1,1,0,0,1
32,32,14,1004,0.0,5,10.4,32,0,0,0,0,0
26,70,22,1007,0.266666666666666,3,3.8,45,1,1,0,0,0
29,17,11,1010,0.0,4,10.1,43,0,0,0,0,0
26,72,16,1004,0.1,3,3.8,49,1,1,0,0,0
30,22,3,1010,0.0,5,10.7,34,0,0,0,0,0
29,13,7,1013,0.0,5,10.1,42,0,0,0,0,0
25,38,9,1013,0.0,5,9.6,41,0,0,0,0,0
28,31,7,1011,0.0,5,10.7,32,0,0,0,0,0
30,53,17,1004,0.0,5,6.2,35,0,0,0,0,0
24,38,11,1012,0.0,5,9.7,40,0,0,0,0,0
25,37,5,1013,0.0,5,9.8,45,0,0,0,0,0
20,29,11,1016,0.0,5,9.8,41,0,0,0,0,0
29,61,13,1008,0.0333333333333333,3,6.2,50,1,1,0,0,0
33,23,13,1009,0.0,5,10.4,31,0,0,0,0,0
26,27,14,1014,0.0,5,10.7,34,0,0,0,0,0
23,86,12,1006,0.23333333333333303,3,5.4,56,0,0,0,0,1
25,81,14,1004,0.0666666666666666,3,5.4,62,1,0,1,0,1
28,15,7,1014,0.0,5,10.1,43,0,0,0,0,0
25,74,10,1008,0.733333333333333,1,5.4,52,1,1,0,0,0
25,36,14,1013,0.0,5,9.7,45,0,0,0,0,0
23,93,10,1007,0.5666666666666661,2,5.4,54,0,0,0,0,1
26,53,8,1013,0.0,4,9.7,41,1,0,0,0,0
25,31,9,1011,0.0,4,10.1,41,1,0,0,0,0
26,47,8,1011,0.0,4,9.7,43,1,0,0,0,0
28,47,9,1008,0.0,5,5.4,48,0,0,0,0,0
22,26,9,1012,0.0,5,9.6,40,0,0,0,0,0
31,41,14,1005,0.0,5,10.4,34,0,0,0,0,0
24,34,5,1012,0.0,5,9.6,41,0,0,0,0,0
25,80,26,1003,0.0333333333333333,3,3.8,60,1,1,0,0,1
22,47,7,1014,0.0,5,9.8,40,0,0,0,0,0
22,39,10,1012,0.0,5,10.1,45,0,0,0,0,0
27,75,17,1002,0.0,3,6.2,50,1,1,0,0,0
25,73,9,1010,0.0333333333333333,3,9.1,54,1,1,0,0,0
25,29,11,1008,0.0,5,10.7,35,0,0,0,0,0
32,48,16,1003,0.0,5,6.2,35,0,0,0,0,0
25,80,6,1011,0.3,3,9.1,52,1,1,0,0,1
25,82,11,1004,0.166666666666666,3,3.9,50,1,0,0,0,1
22,39,2,1010,0.0,5,9.6,41,0,0,0,0,0
24,85,35,1004,0.1,3,3.9,50,0,0,0,0,1
28,49,7,1011,0.0,5,5.4,48,1,0,0,0,0
31,16,9,1010,0.0,4,10.7,30,0,0,0,0,0
24,86,17,1003,0.5,1,3.8,62,0,0,1,0,1
24,80,8,1008,0.133333333333333,3,5.4,60,0,0,0,0,1
34,18,11,1007,0.0,5,11.2,34,0,0,0,0,0
27,66,19,1004,0.0666666666666666,3,3.8,45,1,1,0,0,0
25,85,8,1009,0.5333333333333329,3,5.4,62,1,0,1,0,1
26,62,10,1005,0.0,5,9.1,53,0,0,0,0,0
33,44,15,1006,0.0,5,10.4,34,0,0,0,0,0
27,43,5,1013,0.0,5,9.1,51,0,0,0,0,0
29,23,3,1010,0.0,5,10.1,42,0,0,0,0,0
33,12,7,1010,0.0,5,10.7,32,0,0,0,0,0
24,22,11,1014,0.0,4,10.1,43,0,0,0,0,0
32,46,15,1004,0.0,5,10.4,34,0,0,0,0,0
33,7,6,1010,0.0,5,10.7,33,0,0,0,0,0
24,67,5,1012,0.0,5,9.7,45,0,0,0,0,0
33,36,20,1006,0.0,5,10.4,32,0,0,0,0,0
24,33,9,1014,0.0,5,9.8,44,0,0,0,0,0
25,51,7,1013,0.0,5,9.6,42,0,0,0,0,0
28,57,12,1007,0.6666666666666661,3,10.4,50,1,1,0,0,0
25,80,20,1008,0.0333333333333333,3,3.9,60,1,1,0,0,1
31,45,28,1006,0.0,5,10.4,32,0,0,0,0,0
26,21,6,1014,0.0,5,9.8,44,0,0,0,0,0
26,30,4,1012,0.0,4,10.1,41,1,0,0,0,0
25,52,5,1011,0.0,5,9.1,43,0,0,0,0,0
24,40,10,1010,0.0,5,9.7,48,0,0,0,0,0
26,70,18,1001,0.133333333333333,3,3.8,50,1,1,0,0,0
